,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间,
1469,二环边零三年的小区有外墙砖标准套二诚心出售,https://cd.ke.com/ershoufang/20010517710100167075.html,众合西景,https://cd.ke.com/xiaoqu/1611041517607/,130,16203.4,高楼层(共6层),2003年建,2室2厅,80.23平米,东南,1,2月前发布,
1470,标准套四一楼带大花园停车场,https://cd.ke.com/ershoufang/20010517710100163861.html,中央花园四期,https://cd.ke.com/xiaoqu/1611058159086/,268,15971.4,低楼层(共5层),1999年建,4室2厅,167.8平米,南北,0,2月前发布,
2252,武新花园大套二临政务旁边出行方便,https://cd.ke.com/ershoufang/19121717710100101487.html,武新花园,https://cd.ke.com/xiaoqu/1620029939374928/,98,10801.3,高楼层(共11层)2室2厅,,2室2厅,90.73,西北,6,2月前发布,
1472,标准的标间，精装修，朝西南，采光好。,https://cd.ke.com/ershoufang/20010517710100162564.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,105,21476.8,低楼层(共28层),2014年建,1室0厅,48.89,南,3,2月前发布,
146,方正套二花园有产权且自住精装修拎包入住,https://cd.ke.com/ershoufang/20030917710100159680.html,交大花园北苑,https://cd.ke.com/xiaoqu/3011053781743/,99,13147.4,高楼层(共7层),1997年建,2室2厅,75.3,南,5,4天前发布,
1474,金科双楠天都1室0厅东,https://cd.ke.com/ershoufang/20010517710100161232.html,金科双楠天都,https://cd.ke.com/xiaoqu/1612198884160146/,48,13205,中楼层(共17层),2016年建,1室0厅,36.35,东,2,2月前发布,
1475,房子在一环边，交通便利，为70年产权住宅。,https://cd.ke.com/ershoufang/20010517710100160361.html,罗马假日广场,https://cd.ke.com/xiaoqu/1611045517296/,114,10000,中楼层(共11层),2003年建,1室0厅,114平米,东,0,2月前发布,
1476,武海中华锦绣89平户型方正小套三,https://cd.ke.com/ershoufang/20010517710100158823.html,武海中华锦绣,https://cd.ke.com/xiaoqu/3011053806870/,132,14831.5,低楼层(共15层),2011年建,3室1厅,89平米,东南,23,2月前发布,
1477,此房配套齐全，400多米有吾悦广场，800米有双地铁口,https://cd.ke.com/ershoufang/20010517710100158584.html,世豪嘉柏,https://cd.ke.com/xiaoqu/1611061265761/,45,9305.2,中楼层(共19层),2014年建,1室0厅,48.36,南,3,2月前发布,
1478,红牌楼跃层套三带平台花园,https://cd.ke.com/ershoufang/20010517710100157913.html,双楠名城一期,https://cd.ke.com/xiaoqu/1611041547755/,165,14475,高楼层(共7层),2003年建,3室2厅,113.99平米,东南,21,2月前发布,
1479,标准套三户型好客厅临街隔音玻璃不吵装修好楼层居中,https://cd.ke.com/ershoufang/20010517710100153552.html,玉林街,https://cd.ke.com/xiaoqu/3011053151979/,160,14814.8,中楼层(共6层),2000年建,3室1厅,108平米,北,3,2月前发布,
1480,水漪袅铜，一梯两户，安静不临街。,https://cd.ke.com/ershoufang/20010517710100152591.html,水漪袅铜,https://cd.ke.com/xiaoqu/1611041505408/,195,21819.4,高楼层(共12层),2005年建,2室1厅,89.37平米,南,2,2月前发布,
258,中间楼层标准套二水电气三通民用,https://cd.ke.com/ershoufang/20030717710100150816.html,晋阳银座,https://cd.ke.com/xiaoqu/1611041515465/,70,7942.8,中楼层(共6层),2006年建,2室1厅,88.13,东,5,6天前发布,
484,南北朝向不临街精装修采光明亮,https://cd.ke.com/ershoufang/20030217710100163877.html,煤气总公司宿舍,https://cd.ke.com/xiaoqu/1611043449001/,88,13037,中楼层(共7层),2000年建,2室2厅,67.5,南,5,11天前发布,
1483,优客联邦三期地下停车位目前出售,https://cd.ke.com/ershoufang/20010517710100145580.html,优客联邦三期,https://cd.ke.com/xiaoqu/1611044060273/,15,4076.1,地下室(共1层)1室0厅,,1室0厅,36.8,东南,0,2月前发布,
1030,枫林苑2室1厅东南,https://cd.ke.com/ershoufang/20011817710100127322.html,枫林苑,https://cd.ke.com/xiaoqu/1611043438399/,85,11333.3,中楼层(共7层),2001年建,2室1厅,75,东南,5,1月前发布,
1485,武侯祠锦里人民公园一环内户型方正河景房,https://cd.ke.com/ershoufang/20010517710100143390.html,南河公寓,https://cd.ke.com/xiaoqu/3011053902729/,125,10416.7,中楼层(共7层),2000年建,3室1厅,120平米,南,23,2月前发布,
1486,中华名园二期标准套二多阳台,https://cd.ke.com/ershoufang/20010517710100139067.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,140,15909.1,高楼层(共16层),2010年建,2室1厅,88平米,南,1,2月前发布,
1487,省体育馆精装大套三，户型方正，采光好,https://cd.ke.com/ershoufang/20010517710100138456.html,教育学院教师公寓,https://cd.ke.com/xiaoqu/1611042765983/,196,14961.8,高楼层(共7层),2000年建,3室2厅,131平米,西,6,2月前发布,
1488,华宇楠苑2室1厅南,https://cd.ke.com/ershoufang/20010517710100137239.html,华宇楠苑,https://cd.ke.com/xiaoqu/1611043134166/,140,21189.6,中楼层(共11层),2012年建,2室1厅,66.07平米,南,10,2月前发布,
1427,地铁口楼顶带花园户型方正采光好配套好,https://cd.ke.com/ershoufang/20010617710100153069.html,交大花园武侯小区,https://cd.ke.com/xiaoqu/1611041525718/,96,11808.1,高楼层(共7层),2000年建,3室2厅,81.3,东南,5,2月前发布,
1490,泰基南棠3室2厅东南南西南,https://cd.ke.com/ershoufang/20010517710100135547.html,泰基南棠,https://cd.ke.com/xiaoqu/1611041482788/,226,21017.4,中楼层(共16层),2011年建,3室2厅,107.53平米,东南南西南,4,2月前发布,
1491,西派城3室2厅南,https://cd.ke.com/ershoufang/20010517710100134627.html,西派城,https://cd.ke.com/xiaoqu/1613850559942542/,280,23277.1,低楼层(共13层),2018年建,3室2厅,120.29平米,南,35,2月前发布,
1492,户型方正，采光好。。。。。。。。。。。。。。,https://cd.ke.com/ershoufang/20010517710100132634.html,园中园东苑,https://cd.ke.com/xiaoqu/3011053923766/,160,9588.3,中楼层(共7层),2000年建,4室2厅,166.87平米,南北,1,2月前发布,
1493,此房目前已满两年，没有增值税，标准套一，适合年轻人,https://cd.ke.com/ershoufang/20010517710100132121.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,85,19666.8,高楼层(共20层),2012年建,1室1厅,43.22,东南,13,2月前发布,
1494,中华名园二期，标准车位，位置方便,https://cd.ke.com/ershoufang/20010517710100129329.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,12,3092.8,地下室(共层),2009年建,1室0厅,38.8,东,0,2月前发布,
1495,中华名园三期C区标准优质套二，出售,https://cd.ke.com/ershoufang/20010517710100128055.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,160,18262.8,中楼层(共16层),2010年建,2室1厅,87.61平米,东,11,2月前发布,
1496,三环内电梯大套二带平台花园园林小区龙湖配套。,https://cd.ke.com/ershoufang/20010517710100127557.html,颐和雅居,https://cd.ke.com/xiaoqu/1611041506337/,125,15535.7,低楼层(共11层),2006年建,2室2厅,80.46平米,南,22,2月前发布,
1497,中粮祥云二期，户型方正，采光良好。,https://cd.ke.com/ershoufang/20010517710100121266.html,中粮祥云二期,https://cd.ke.com/xiaoqu/3011056148267/,320,24744.8,低楼层(共17层),2014年建,3室2厅,129.32平米,东南,7,2月前发布,
1498,和贵时代巢一室一厅精装修拎包入住有独立厨房,https://cd.ke.com/ershoufang/20010517710100114726.html,和贵时代巢,https://cd.ke.com/xiaoqu/1611041606967/,82,17699.1,低楼层(共19层),2006年建,1室1厅,46.33,南,0,2月前发布,
1499,新双楠保利花园精装套三双卫，通透户型，视野开阔。,https://cd.ke.com/ershoufang/20010517710100114086.html,保利花园一期,https://cd.ke.com/xiaoqu/3011056076924/,282,25214.6,高楼层(共16层),2011年建,3室2厅,111.84平米,西北,15,2月前发布,
1500,世纪百合办公配套设施完全,https://cd.ke.com/ershoufang/20010517710100115625.html,世纪百合商业广场,https://cd.ke.com/xiaoqu/167927663439435/,60,9480.2,中楼层(共13层),2014年建,1室1厅,63.29,东南,2,2月前发布,
1501,龙华阳光标准车位，业主诚心出售,https://cd.ke.com/ershoufang/20010517710100112791.html,龙华阳光,https://cd.ke.com/xiaoqu/1611042820881/,16,4444.4,地下室(共层),2005年建,1室0厅,36,东南,0,2月前发布,
1502,世纪锦苑对中庭1错2南北通透房东自住装修诚售,https://cd.ke.com/ershoufang/20010517710100111278.html,世纪锦苑,https://cd.ke.com/xiaoqu/1611041467159/,420,20130.4,低楼层(共6层),2004年建,5室3厅,208.64平米,南北,15,2月前发布,
1503,长益商业寓所1室1厅东南,https://cd.ke.com/ershoufang/20010517710100111319.html,长益商业寓所,https://cd.ke.com/xiaoqu/1611043065020/,10,3288.4,地下室(共层)1室1厅,,1室1厅,30.41,东南,1,2月前发布,
1504,西二环加怡名城大套一09年电梯房人车分流,https://cd.ke.com/ershoufang/20010517710100109648.html,加怡名城,https://cd.ke.com/xiaoqu/1611041505567/,120,17376.2,高楼层(共17层),2009年建,1室1厅,69.06平米,西,21,2月前发布,
1505,大学路12号标准套二小区环境好,https://cd.ke.com/ershoufang/20010517710100107912.html,大学路12号,https://cd.ke.com/xiaoqu/1611043089366/,240,25982.5,中楼层(共8层),1996年建,2室1厅,92.37平米,西南,7,2月前发布,
1506,长益寓所标间出售，户型方正，采光好,https://cd.ke.com/ershoufang/20010517710100107435.html,长益商业寓所,https://cd.ke.com/xiaoqu/1611043065020/,43,9147,中楼层(共18层),2008年建,1室0厅,47.01,西南,1,2月前发布,
1507,天朗锦邸，标准套二，安静不临街,https://cd.ke.com/ershoufang/20010517710100106372.html,天朗锦邸,https://cd.ke.com/xiaoqu/1611063563260/,115,20878.7,中楼层(共37层),2015年建,2室1厅,55.08平米,南,56,2月前发布,
1508,此房为玉林西街中间楼层的房子，房子标准套三带阳台,https://cd.ke.com/ershoufang/20010517710100104067.html,玉洁西街1号,https://cd.ke.com/xiaoqu/1611043050764/,150,12572.3,中楼层(共7层),1997年建,3室1厅,119.31平米,南,8,2月前发布,
1509,武侯区玉林电梯套二中高楼层采光好看房方便,https://cd.ke.com/ershoufang/20010517710100105518.html,都市金岸,https://cd.ke.com/xiaoqu/1611043065547/,175,20729.7,高楼层(共18层),2005年建,2室2厅,84.42平米,东西,23,2月前发布,
1489,高新芳草，标准套二，采光好，安静不临街！！,https://cd.ke.com/ershoufang/20010517710100137352.html,长信公寓,https://cd.ke.com/xiaoqu/1611043869562/,88,11153.4,高楼层(共7层),1996年建,2室1厅,78.9,东,5,2月前发布,
1511,武侯区武侯新城金花镇精装跃层。,https://cd.ke.com/ershoufang/20010517710100101990.html,合力达新锐,https://cd.ke.com/xiaoqu/1620030047367224/,47,13378.9,低楼层(共6层),2011年建,1室1厅,35.13,东南,0,2月前发布,
1544,永丰场街西南朝向地铁口标准小套二,https://cd.ke.com/ershoufang/20010417710100151824.html,永丰场街57号,https://cd.ke.com/xiaoqu/1611042762994/,90,14975,中楼层(共7层),1998年建,2室1厅,60.1,东,5,2月前发布,
1513,武侯区五大花园，中..央花园二期，错层套三双卫,https://cd.ke.com/ershoufang/20010517710100100925.html,中央花园二期,https://cd.ke.com/xiaoqu/1611041477479/,112,9671.8,高楼层(共7层),1998年建,3室2厅,115.8平米,东南,5,2月前发布,
1514,玉林品上1室1厅南,https://cd.ke.com/ershoufang/20010417710100205088.html,玉林品上,https://cd.ke.com/xiaoqu/1611041514572/,88,15009.4,低楼层(共27层),2007年建,1室1厅,58.63,南,2,2月前发布,
1515,地铁环线口电梯3房户型方正通透采光好小区环境好,https://cd.ke.com/ershoufang/20010417710100204590.html,武侯国际花园,https://cd.ke.com/xiaoqu/1611041469734/,160,20000,低楼层(共15层),2009年建,3室1厅,80平米,南,3,2月前发布,
1516,武侯大道地铁口套二改套三诚寻买家,https://cd.ke.com/ershoufang/20010417710100204482.html,武侯国际花园,https://cd.ke.com/xiaoqu/1611041469734/,140,20000,低楼层(共15层),2009年建,3室1厅,70平米,南,13,2月前发布,
1517,标准套四双卫，带大阳台，东南朝向采光好。,https://cd.ke.com/ershoufang/20010417710100203422.html,置信丽都花园A区,https://cd.ke.com/xiaoqu/1611043511786/,295,19281,中楼层(共7层),2001年建,4室1厅,153平米,东南,5,2月前发布,
1518,优客联邦一期，标准套二，户型方正，采光好！,https://cd.ke.com/ershoufang/20010417710100202531.html,优客联邦一期,https://cd.ke.com/xiaoqu/1611041554183/,145,18743.5,高楼层(共16层),2008年建,2室1厅,77.36平米,西南,7,2月前发布,
1519,榕苑1室1厅南,https://cd.ke.com/ershoufang/20010417710100201966.html,榕苑,https://cd.ke.com/xiaoqu/3011053789067/,66,13207.9,高楼层(共6层),2004年建,1室1厅,49.97,南,2,2月前发布,
1520,锦宏骏苑南区精装错层大套三朝小区安静,https://cd.ke.com/ershoufang/20010417710100196455.html,锦宏骏苑南区,https://cd.ke.com/xiaoqu/1611042041416/,330,25463,中楼层(共11层),2004年建,3室1厅,129.6平米,东,0,2月前发布,
1521,乍现经典三居三个使用阳台前后无遮挡,https://cd.ke.com/ershoufang/20010417710100195025.html,金色花园一期,https://cd.ke.com/xiaoqu/1611046294963/,136,13726.3,中楼层(共7层),2003年建,3室2厅,99.08平米,东西,84,2月前发布,
1522,标准车位。。。,https://cd.ke.com/ershoufang/20010417710100194541.html,置信丽都花园城D区,https://cd.ke.com/xiaoqu/3011056147653/,14,5527,地下室(共层)1室0厅,,1室0厅,25.33,东南,0,2月前发布,
1523,优客联邦三期，精装套一，大阳台，全明格局,https://cd.ke.com/ershoufang/20010417710100193248.html,优客联邦三期,https://cd.ke.com/xiaoqu/1611044060273/,103,18117.9,中楼层(共18层),2012年建,1室1厅,56.85,西北,17,2月前发布,
1524,西南三环丶武侯新城丶12年13层电梯小高层,https://cd.ke.com/ershoufang/20010417710100192860.html,天际首府,https://cd.ke.com/xiaoqu/3011053798922/,180,15517.2,低楼层(共11层),2012年建,3室2厅,116平米,西南,17,2月前发布,
1525,高新神仙树+方正通透套三+看房方便,https://cd.ke.com/ershoufang/20010417710100180626.html,金竹苑C区,https://cd.ke.com/xiaoqu/1611041819584/,130,12393.9,中楼层(共7层),2000年建,3室1厅,104.89平米,南,1,2月前发布,
1526,丽都公园旁+套三双卫+通透户型+普通装修,https://cd.ke.com/ershoufang/20010417710100174317.html,丽都路8号,https://cd.ke.com/xiaoqu/1610450964591156/,180,14388.5,中楼层(共5层),2003年建,3室1厅,125.1平米,东北,9,2月前发布,
1527,泊景湾标准车位出行方便诚心出售,https://cd.ke.com/ershoufang/20010417710100175811.html,泊景湾,https://cd.ke.com/xiaoqu/1611041486084/,22,7705.8,地下室(共层),2008年建,1室0厅,28.55,南,0,2月前发布,
1528,户型方正，交通便利，能装修成跃层，使用合理。,https://cd.ke.com/ershoufang/20010417710100174924.html,蓝光金双楠二期,https://cd.ke.com/xiaoqu/1620031547538329/,88,14767.6,高楼层(共4层),2015年建,3室1厅,59.59,西东南,1,2月前发布,
1529,桐梓林锦绣花园独栋别墅带花园带车库,https://cd.ke.com/ershoufang/20010417710100172398.html,锦绣花园东区,https://cd.ke.com/xiaoqu/1611043042530/,1300,40545.2,低楼层(共1层),2000年建,1室0厅,320.63平米,南,3,2月前发布,
1530,房子大套二改套三，户型好，通透，位置好。,https://cd.ke.com/ershoufang/20010417710100169269.html,置信丽都花园城B区,https://cd.ke.com/xiaoqu/1611057979869/,161,16599.6,中楼层(共13层),2006年建,3室2厅,96.99平米,西北,28,2月前发布,
1531,新加坡花园套三双卫带阳台,https://cd.ke.com/ershoufang/20010417710100167974.html,新加坡花园,https://cd.ke.com/xiaoqu/1611041498682/,210,19811.3,高楼层(共11层),2002年建,3室1厅,106平米,南,6,2月前发布,
1532,武侯区地铁口明珠小区套三简装,https://cd.ke.com/ershoufang/20010417710100165923.html,明珠小区,https://cd.ke.com/xiaoqu/1616459982713679/,140,12858.2,中楼层(共6层),2006年建,3室2厅,108.88平米,南,0,2月前发布,
1533,新上诚品上院，自住装修，朝南，房东诚意出售,https://cd.ke.com/ershoufang/20010417710100165524.html,诚品上院,https://cd.ke.com/xiaoqu/3011053697593/,112,13801.6,低楼层(共18层),2008年建,2室1厅,81.15平米,南,2,2月前发布,
1534,金林俊景大车位位置好停车方便,https://cd.ke.com/ershoufang/20010417710100164549.html,金林俊景,https://cd.ke.com/xiaoqu/1611041439378/,22,4094.5,地下室(共层)1室0厅,,1室0厅,53.73,南,0,2月前发布,
1535,桐梓林航空路地铁口时代阳光精装套一户型方正,https://cd.ke.com/ershoufang/20010417710100161588.html,时代阳光花园,https://cd.ke.com/xiaoqu/1611042029438/,110,18041.7,中楼层(共12层),2003年建,1室1厅,60.97,西,0,2月前发布,
1536,标准大套二，环境安静，精装修，采光好。,https://cd.ke.com/ershoufang/20010417710100159190.html,布鲁汀,https://cd.ke.com/xiaoqu/1611061598191/,125,13089,中楼层(共18层),2008年建,2室1厅,95.5平米,南,58,2月前发布,
1537,红牌楼地铁口，满五年，电梯房，商品房,https://cd.ke.com/ershoufang/20010417710100157840.html,楠丽湾,https://cd.ke.com/xiaoqu/1611041461315/,70,21909.2,低楼层(共13层),2005年建,2室1厅,31.95,东南,5,2月前发布,
1538,倪家桥旁标准套二交通便利适合自住,https://cd.ke.com/ershoufang/20010417710100156780.html,人民南路四段20号,https://cd.ke.com/xiaoqu/1611046622468/,83,15014.5,高楼层(共6层)2室1厅,,2室1厅,55.28,南,9,2月前发布,
1539,中华名园二期1室0厅东,https://cd.ke.com/ershoufang/20010417710100156536.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,12,3871,地下室(共层),2009年建,1室0厅,31,东,0,2月前发布,
1540,武海西城锦绣1室0厅东,https://cd.ke.com/ershoufang/20010417710100155944.html,武海西城锦绣,https://cd.ke.com/xiaoqu/167421068061709/,16.6,3962.8,地下室(共1层)1室0厅,,1室0厅,41.89,东,0,2月前发布,
1541,大学路12号2室1厅南北,https://cd.ke.com/ershoufang/20010417710100155498.html,大学路12号,https://cd.ke.com/xiaoqu/1611043089366/,245,31028.4,中楼层(共7层),2001年建,2室1厅,78.96平米,南北,2,2月前发布,
1542,一号线桐梓林站旁伊甸阳光精装套二诚心出售,https://cd.ke.com/ershoufang/20010417710100155170.html,伊甸阳光,https://cd.ke.com/xiaoqu/1611041504601/,186,20043.1,高楼层(共18层),2005年建,2室1厅,92.8平米,西,1,2月前发布,
1543,玉林电梯套二，中间楼层，朝北对小区中庭,https://cd.ke.com/ershoufang/20010417710100152248.html,华宇蓉国府,https://cd.ke.com/xiaoqu/1611043868157/,251,29196.2,中楼层(共33层),2012年建,2室1厅,85.97平米,北,4,2月前发布,
1788,精装套二，户型方正，采光较好。,https://cd.ke.com/ershoufang/19122817710100187394.html,世豪嘉柏,https://cd.ke.com/xiaoqu/1611061265761/,110,14473.7,中楼层(共11层),2014年建,2室1厅,76,南,5,2月前发布,
1545,中铁瑞城三号线1室1厅西南,https://cd.ke.com/ershoufang/20010417710100146731.html,中铁瑞城三号线,https://cd.ke.com/xiaoqu/1611058001441/,105,22614.7,中楼层(共12层),2012年建,1室1厅,46.43,西南,7,2月前发布,
1546,清华坊5室3厅东北,https://cd.ke.com/ershoufang/20010417710100144674.html,清华坊,https://cd.ke.com/xiaoqu/1611043035898/,1380,40211,低楼层(共1层),2003年建,5室3厅,343.19平米,东北,10,2月前发布,
1547,地铁口，朝南对中庭套二，房东诚心出售。,https://cd.ke.com/ershoufang/20010417710100143739.html,布鲁汀,https://cd.ke.com/xiaoqu/1611061598191/,135,13910.4,中楼层(共18层),2008年建,2室1厅,97.05平米,南,3,2月前发布,
1548,中海格林威治城1室0厅南,https://cd.ke.com/ershoufang/20010417710100141823.html,中海格林威治城,https://cd.ke.com/xiaoqu/1611041475489/,22,8148.1,地下室(共层),2006年建,1室0厅,27,南,0,2月前发布,
1549,人民南路四段25号套三双卫户型,https://cd.ke.com/ershoufang/20010417710100136518.html,人民南路四段25号,https://cd.ke.com/xiaoqu/1611042538795/,140,13084.1,高楼层(共7层),1998年建,3室1厅,107平米,南,6,2月前发布,
1550,武侯新双楠标准套三诚心出售,https://cd.ke.com/ershoufang/20010417710100134522.html,中铁瑞城三号线,https://cd.ke.com/xiaoqu/1611058001441/,170,18903.6,中楼层(共12层),2012年建,3室1厅,89.93平米,东北,8,2月前发布,
1551,地铁口对中庭的套三双卫精装修带30平的大花园,https://cd.ke.com/ershoufang/20010417710100133858.html,丽景华庭二期,https://cd.ke.com/xiaoqu/1611041621243/,218,17542.4,低楼层(共12层),2006年建,3室2厅,124.27平米,南,91,2月前发布,
1552,该房屋标准套三，通透户型，采光好，,https://cd.ke.com/ershoufang/20010417710100132986.html,星语双城二期,https://cd.ke.com/xiaoqu/3011053741146/,160,15534,高楼层(共11层),2007年建,3室2厅,103平米,东南,0,2月前发布,
1553,一环边精装套二满五唯一,https://cd.ke.com/ershoufang/20010417710100130543.html,百花东街52号,https://cd.ke.com/xiaoqu/1611044226464/,61.8,11457.2,高楼层(共7层),2000年建,2室1厅,53.94,南,155,2月前发布,
1554,对小区里边，很安静，房间有窗户，通风效果很不错。,https://cd.ke.com/ershoufang/20010417710100127473.html,时代丽都美语,https://cd.ke.com/xiaoqu/1611041466827/,170,15123.2,低楼层(共11层),2005年建,3室1厅,112.41平米,西北,19,2月前发布,
1850,华西国际2室2厅北西,https://cd.ke.com/ershoufang/19122717710100126738.html,华西国际,https://cd.ke.com/xiaoqu/1611041503072/,102,12167.5,低楼层(共27层),2004年建,2室2厅,83.83,北西,5,2月前发布,
1556,祥福苑(武侯)3室1厅东南,https://cd.ke.com/ershoufang/20010417710100121465.html,祥福苑(武侯),https://cd.ke.com/xiaoqu/1611041497577/,158,11439.3,高楼层(共22层),2000年建,3室1厅,138.12平米,东南,6,2月前发布,
1557,西部智谷旁简装标间，小区新，可直接入住,https://cd.ke.com/ershoufang/20010417710100119142.html,武海中华锦绣,https://cd.ke.com/xiaoqu/3011053806870/,63,14208.4,低楼层(共15层),2011年建,1室1厅,44.34,东南,4,2月前发布,
1558,祥福苑(武侯)3室1厅东南,https://cd.ke.com/ershoufang/20010417710100119051.html,祥福苑(武侯),https://cd.ke.com/xiaoqu/1611041497577/,158,11439.3,高楼层(共22层),2000年建,3室1厅,138.12平米,东南,6,2月前发布,
1559,一环边低楼层大套二，户型方正，精装修，可拎包入住。,https://cd.ke.com/ershoufang/20010417710100112752.html,恒昌永乐园,https://cd.ke.com/xiaoqu/1611041869165/,136,11244.3,低楼层(共7层),2000年建,2室2厅,120.95平米,南,28,2月前发布,
1560,晋阳路41号4室2厅南,https://cd.ke.com/ershoufang/20010417710100110352.html,晋阳路41号,https://cd.ke.com/xiaoqu/1620024094300206/,150,8928.6,中楼层(共6层)4室2厅,,4室2厅,168平米,南,0,2月前发布,
1561,中粮香榭精装套三双卫，拎包入住，带车位,https://cd.ke.com/ershoufang/20010417710100110158.html,中粮香榭丽都,https://cd.ke.com/xiaoqu/1611047631558/,340,25447.2,中楼层(共12层),2012年建,3室2厅,133.61平米,西南,6,2月前发布,
1562,华宇楠苑精装套四双卫带私家花园,https://cd.ke.com/ershoufang/20010417710100109243.html,华宇楠苑,https://cd.ke.com/xiaoqu/1611043134166/,262,24036.7,高楼层(共11层),2012年建,4室2厅,109平米,北,63,2月前发布,
1563,标准套二，卧室有阳台。户型方正。,https://cd.ke.com/ershoufang/20010417710100107698.html,成通小区,https://cd.ke.com/xiaoqu/168390170128126/,67,11994.3,高楼层(共6层),2000年建,2室1厅,55.86,东南,2,2月前发布,
1564,中铁骑士公馆套二，不临街，楼层好。,https://cd.ke.com/ershoufang/20010417710100105972.html,中铁骑士公馆,https://cd.ke.com/xiaoqu/3011056149451/,163,23295.7,中楼层(共18层),2013年建,2室1厅,69.97平米,西北,4,2月前发布,
1565,伊甸阳光精装套二好房来袭，欢迎关注,https://cd.ke.com/ershoufang/20010417710100105081.html,伊甸阳光,https://cd.ke.com/xiaoqu/1611041504601/,188,20258.6,高楼层(共18层),2005年建,2室1厅,92.8平米,南西,4,2月前发布,
1566,上海花园(高新)1室0厅南,https://cd.ke.com/ershoufang/20010417710100105342.html,上海花园(高新),https://cd.ke.com/xiaoqu/1611043056243/,20,8003.2,地下室(共1层)1室0厅,,1室0厅,24.99,南,0,2月前发布,
1567,晋阳路216号院方正户型标准套二,https://cd.ke.com/ershoufang/20010417710100102437.html,晋阳路216号,https://cd.ke.com/xiaoqu/1611061241960/,120,12101.7,低楼层(共7层),2000年建,2室2厅,99.16平米,北南,0,2月前发布,
1568,长盛续锦标准套二有装修朝东南户型通透,https://cd.ke.com/ershoufang/20010417710100102168.html,长盛续锦,https://cd.ke.com/xiaoqu/3011053927636/,135,14717.1,中楼层(共6层),2004年建,2室2厅,91.73平米,东南,1,2月前发布,
1569,科院街套三，中间楼层，适合老人和带小孩居住,https://cd.ke.com/ershoufang/20010417710100101534.html,科院街6号,https://cd.ke.com/xiaoqu/3011052077067/,120,14234.9,中楼层(共7层),1999年建,3室1厅,84.3平米,南,11,2月前发布,
1570,曼哈顿自然派精装套一采光好户型方正有钥匙,https://cd.ke.com/ershoufang/20010317710100186846.html,曼哈顿自然派,https://cd.ke.com/xiaoqu/1611043070754/,83,14502.9,低楼层(共19层),2005年建,1室1厅,57.23,南,11,2月前发布,
2207,标准套二中楼层安静不临街采光好,https://cd.ke.com/ershoufang/19121817710100132198.html,棕南正街8号,https://cd.ke.com/xiaoqu/3011052089424/,106,13852.6,中楼层(共7层),1998年建,2室2厅,76.52,南,5,2月前发布,
1572,嘉云台套三户型方正视野开阔,https://cd.ke.com/ershoufang/20010317710100180341.html,嘉云台,https://cd.ke.com/xiaoqu/1611041750824/,190,12337.7,高楼层(共22层),2004年建,3室2厅,154平米,东,8,2月前发布,
1573,此房满两年，出行方便，户型方正，有装修，有花园。,https://cd.ke.com/ershoufang/20010317710100178740.html,银都花园皓苑四期,https://cd.ke.com/xiaoqu/1611041554078/,580,20017.9,中楼层(共4层),2001年建,5室2厅,289.74平米,南,15,2月前发布,
2382,简单装修，标准套二，采光视野好,https://cd.ke.com/ershoufang/19121317710100173350.html,园中园北苑,https://cd.ke.com/xiaoqu/3011053922682/,98,12533.6,中楼层(共7层),2000年建,2室1厅,78.19,西南,5,3月前发布,
1575,武侯区科华北路棕南俊园套三生活配套齐全,https://cd.ke.com/ershoufang/20010317710100174094.html,棕南俊园,https://cd.ke.com/xiaoqu/1611057948505/,180,13106.2,高楼层(共15层),2000年建,3室2厅,137.34平米,南,4,2月前发布,
1576,中国科学院光电所宿舍标准套三,https://cd.ke.com/ershoufang/20010317710100173999.html,科院街2号,https://cd.ke.com/xiaoqu/3011052600988/,165,16086.6,低楼层(共6层)3室2厅,,3室2厅,102.57平米,东,3,2月前发布,
1577,棕榈花园套二户型方正不临街安静,https://cd.ke.com/ershoufang/20010317710100169688.html,棕榈花园,https://cd.ke.com/xiaoqu/1611041520716/,140,15730.3,高楼层(共18层),2003年建,2室1厅,89平米,东,35,2月前发布,
1578,标准一居室，居家装修，基本的家具家电,https://cd.ke.com/ershoufang/20010317710100166082.html,巷上生活馆,https://cd.ke.com/xiaoqu/1611043046728/,79,14602.6,高楼层(共15层),2008年建,1室1厅,54.1,东,0,2月前发布,
2418,兴元丽园B区标准套二出售，小区环境优美,https://cd.ke.com/ershoufang/19121217710100205947.html,兴元丽园B区,https://cd.ke.com/xiaoqu/3011053813640/,88,11891.9,低楼层(共11层),2004年建,2室1厅,74,东南,5,3月前发布,
1580,小高层洋房，大套四户型，居住舒适度高,https://cd.ke.com/ershoufang/20010317710100161125.html,新希望锦悦楠庭,https://cd.ke.com/xiaoqu/1616229529062114/,220,16993.7,中楼层(共8层),2018年建,4室2厅,129.46平米,东南,72,2月前发布,
