,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
1262,万科金色海蓉二期精装套二,https://cd.ke.com/ershoufang/20011017710100178357.html,万科金色海蓉二期,https://cd.ke.com/xiaoqu/1611057209722/,198.0,单价31438.6元/平米,低楼层(共33层),2012年建,2室1厅,62.98平米,西南,11,2月前发布
1263,名流花园联排别墅一楼顶楼带花园,https://cd.ke.com/ershoufang/20011017710100176226.html,名流花园,https://cd.ke.com/xiaoqu/3011053713278/,230.0,单价17037元/平米,低楼层(共6层),1997年建,5室1厅,135平米,南,3,2月前发布
1264,龙湖旁套四双卫带花园户型，好房子，业主诚心,https://cd.ke.com/ershoufang/20011017710100175133.html,中央花园四期,https://cd.ke.com/xiaoqu/1611058159086/,190.0,单价10995.4元/平米,高楼层(共6层),1999年建,4室2厅,172.8平米,东南,3,2月前发布
1265,侧临浣花溪公园标间，二环内不临街，小区车位足,https://cd.ke.com/ershoufang/20011017710100171118.html,纳米爱邸,https://cd.ke.com/xiaoqu/1611041804030/,45.0,单价10688.8元/平米,高楼层(共17层),2005年建,1室0厅,42.1平米,东南,1,2月前发布
1266,此房户型方正，明厨明卫，有装修，家具家电齐。,https://cd.ke.com/ershoufang/20011017710100167628.html,绿地圣路易名邸一期,https://cd.ke.com/xiaoqu/3011056102188/,155.0,单价17910.8元/平米,低楼层(共12层),2012年建,2室1厅,86.54平米,北,4,2月前发布
1267,楠汇房精装套三视野好采光好,https://cd.ke.com/ershoufang/20011017710100166554.html,楠汇坊,https://cd.ke.com/xiaoqu/1611063052827/,168.0,单价20163.2元/平米,中楼层(共16层),2016年建,3室2厅,83.32平米,西南,31,2月前发布
1268,双地铁口简单装修，简装小套三。。,https://cd.ke.com/ershoufang/20011017710100164995.html,保利花园四期,https://cd.ke.com/xiaoqu/3011052246928/,220.0,单价25000元/平米,低楼层(共17层),2014年建,3室2厅,88平米,北,0,2月前发布
1269,洗面桥东一街1号3室一厅户型方正明厨明卫安保好,https://cd.ke.com/ershoufang/20011017710100164785.html,洗面桥东一街1号,https://cd.ke.com/xiaoqu/1611042772613/,110.0,单价13203.7元/平米,高楼层(共7层),1990年建,3室1厅,83.31平米,东,2,2月前发布
1270,双楠尚品广场装修三居室带车位245万位置安静,https://cd.ke.com/ershoufang/20011017710100162479.html,双楠尚品广场,https://cd.ke.com/xiaoqu/1611060374265/,245.0,单价22884.4元/平米,中楼层(共16层),2014年建,3室1厅,107.06平米,东,8,2月前发布
1271,浣花溪畔电梯标准套三有装修,https://cd.ke.com/ershoufang/20011017710100158188.html,雅然居,https://cd.ke.com/xiaoqu/1611041526913/,258.0,单价18684.8元/平米,低楼层(共15层),2003年建,3室2厅,138.08平米,北东,2,2月前发布
1272,锦翠北苑，居家套二，直接拎包入住，户型方正,https://cd.ke.com/ershoufang/20011017710100155682.html,锦翠北苑,https://cd.ke.com/xiaoqu/1611041526978/,83.0,单价11435.7元/平米,中楼层(共6层),2003年建,2室1厅,72.58平米,西南,62,2月前发布
1273,神仙树大院五期1室1厅南,https://cd.ke.com/ershoufang/20011017710100153237.html,神仙树大院五期,https://cd.ke.com/xiaoqu/1611043480007/,120.0,单价19993.3元/平米,低楼层(共18层),2011年建,1室1厅,60.02平米,南,1,2月前发布
1274,标准套二，明厨明卫，有小区环境，停车方便。,https://cd.ke.com/ershoufang/20011017710100150489.html,武侯祠大街89号,https://cd.ke.com/xiaoqu/3011055151538/,80.0,单价11904.8元/平米,高楼层(共7层),1990年建,2室1厅,67.2平米,南,10,2月前发布
1275,中华名园二期，户型方正采光好。,https://cd.ke.com/ershoufang/20011017710100149118.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,150.0,单价16859.6元/平米,高楼层(共16层),2009年建,2室1厅,88.97平米,东南,15,2月前发布
1276,新上干警宿舍三居室+户型方正+看房预约,https://cd.ke.com/ershoufang/20011017710100141158.html,干警宿舍,https://cd.ke.com/xiaoqu/1611042042847/,127.0,单价13822.4元/平米,中楼层(共7层),2000年建,3室1厅,91.88平米,东,7,2月前发布
1277,双地铁口，户型方正，采光好，满两年，无增值税。,https://cd.ke.com/ershoufang/20011017710100134651.html,正成城市乐章,https://cd.ke.com/xiaoqu/3011053747317/,165.0,单价18623元/平米,低楼层(共20层),2014年建,3室2厅,88.6平米,南,3,2月前发布
1278,临河小区中庭套三双卫大阳台,https://cd.ke.com/ershoufang/20011017710100133574.html,泊景湾,https://cd.ke.com/xiaoqu/1611041486084/,275.0,单价23706.9元/平米,低楼层(共18层),2008年建,3室2厅,116平米,北,1,2月前发布
1279,鹭岛国际四期1室1厅东,https://cd.ke.com/ershoufang/20011017710100131434.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,86.0,单价16676.4元/平米,低楼层(共17层),2012年建,1室1厅,51.57平米,东,7,2月前发布
1280,融城后街1室1厅西,https://cd.ke.com/ershoufang/20011017710100130928.html,融城后街,https://cd.ke.com/xiaoqu/1611041581734/,88.0,单价16919.8元/平米,高楼层(共17层),2009年建,1室1厅,52.01平米,西,13,2月前发布
1281,低楼层标准套一，业主诚心出售，随时可看房,https://cd.ke.com/ershoufang/20011017710100129652.html,名流花园,https://cd.ke.com/xiaoqu/3011053713278/,61.0,单价12281.1元/平米,低楼层(共7层),1997年建,1室1厅,49.67平米,东南,3,2月前发布
1282,簇锦南街82号（解放小区）满五唯一的精装修优质房源,https://cd.ke.com/ershoufang/20011017710100126862.html,簇锦南街82号,https://cd.ke.com/xiaoqu/3011056083961/,85.0,单价13823.4元/平米,中楼层(共6层),2000年建,2室1厅,61.49平米,西南,36,2月前发布
1283,套三双卫+简单装修+顶楼采光充足,https://cd.ke.com/ershoufang/20011017710100126489.html,拉萨安居苑,https://cd.ke.com/xiaoqu/1611041557703/,150.0,单价11865.2元/平米,高楼层(共7层),2003年建,3室1厅,126.42平米,东南,1,2月前发布
1284,皇家别墅5室2厅南,https://cd.ke.com/ershoufang/20011017710100123347.html,皇家别墅,https://cd.ke.com/xiaoqu/1610477072823190/,600.0,单价25041.7元/平米,低楼层(共2层),2000年建,5室2厅,239.6平米,南,12,2月前发布
1285,中海格林威治城1室0厅东南,https://cd.ke.com/ershoufang/20011017710100123183.html,中海格林威治城,https://cd.ke.com/xiaoqu/1611041475489/,23.0,单价5627.6元/平米,地下室(共层),2006年建,1室0厅,40.87平米,东南,0,2月前发布
1286,中海大车位出售临2栋电梯口停车方便2个车位一起,https://cd.ke.com/ershoufang/20011017710100123011.html,中海格林威治城,https://cd.ke.com/xiaoqu/1611041475489/,23.0,单价5627.6元/平米,地下室(共层),2006年建,1室0厅,40.87平米,东,0,2月前发布
1287,芳草街4号新2号1室1厅东,https://cd.ke.com/ershoufang/20011017710100121616.html,芳草街4号新2号,https://cd.ke.com/xiaoqu/1611044878187/,76.0,单价13929.6元/平米,中楼层(共7层),1999年建,1室1厅,54.56平米,东,0,2月前发布
1288,桐梓林欧城1室1厅西,https://cd.ke.com/ershoufang/20011017710100121073.html,桐梓林欧城,https://cd.ke.com/xiaoqu/1611043137543/,125.0,单价23028.7元/平米,中楼层(共20层),2009年建,1室1厅,54.28平米,西,2,2月前发布
1289,西2.5环，刚需小套二，楼层好,https://cd.ke.com/ershoufang/20011017710100117111.html,海天阁,https://cd.ke.com/xiaoqu/1611041490273/,119.0,单价15494.8元/平米,中楼层(共6层),2003年建,2室1厅,76.8平米,东,1,2月前发布
1290,川大太平南新街6号标间出售水电气三通,https://cd.ke.com/ershoufang/20011017710100114796.html,太平南新街6号,https://cd.ke.com/xiaoqu/1611063483610/,41.5,单价15162.6元/平米,中楼层(共10层),2006年建,1室0厅,27.37平米,南,13,2月前发布
1291,首航欣程2室2厅南,https://cd.ke.com/ershoufang/20011017710100114467.html,首航欣程,https://cd.ke.com/xiaoqu/1611048245025/,220.0,单价25000元/平米,高楼层(共32层),2014年建,2室2厅,88平米,南,0,2月前发布
1292,磨子巷8号户型方正安静不临街大户型,https://cd.ke.com/ershoufang/20011017710100109010.html,磨子巷8号,https://cd.ke.com/xiaoqu/3011052623444/,215.0,单价14887.1元/平米,低楼层(共7层),2000年建,3室1厅,144.42平米,南,6,2月前发布
1293,双楠伊藤旁电梯精装小户型人车分流诚心出售,https://cd.ke.com/ershoufang/20011017710100103655.html,汇景樱桃季,https://cd.ke.com/xiaoqu/1611041503970/,60.0,单价13969.7元/平米,中楼层(共9层),2005年建,1室0厅,42.95平米,东,0,2月前发布
1294,中海熙苑一期标准优质套三双卫出售,https://cd.ke.com/ershoufang/20011017710100103193.html,中海熙苑一期,https://cd.ke.com/xiaoqu/1611701093937570/,256.0,单价22103.3元/平米,中楼层(共17层),2017年建,3室2厅,115.82平米,南,9,2月前发布
1295,方正户型、方正通透、采光好,https://cd.ke.com/ershoufang/20011017710100103063.html,中央花园二期,https://cd.ke.com/xiaoqu/1611041477479/,110.0,单价12048.2元/平米,中楼层(共7层),1998年建,3室2厅,91.3平米,东,3,2月前发布
1296,香月楠岸一环边体院旁精装修电梯套二,https://cd.ke.com/ershoufang/20011017710100101616.html,香月楠岸,https://cd.ke.com/xiaoqu/1611041497223/,160.0,单价18155元/平米,低楼层(共21层),2009年建,2室1厅,88.13平米,西,18,2月前发布
1297,广厦新上套四有装修有家具家电,https://cd.ke.com/ershoufang/20011017710100101030.html,交大广厦小区,https://cd.ke.com/xiaoqu/3011055122146/,155.0,单价10715.5元/平米,中楼层(共4层),2000年建,4室2厅,144.65平米,南,1,2月前发布
1298,鹭岛国际四期2室2厅北,https://cd.ke.com/ershoufang/20010917710100209396.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,200.0,单价23175元/平米,高楼层(共17层),2012年建,2室2厅,86.3平米,北,8,2月前发布
1299,标准套二户型，户型方正，采光充足，视野无任何遮挡,https://cd.ke.com/ershoufang/20010917710100209151.html,优客联邦三期,https://cd.ke.com/xiaoqu/1611044060273/,165.0,单价20122元/平米,高楼层(共18层),2012年建,2室2厅,82平米,东南,5,2月前发布
1300,内双楠标准套二南北朝向有装修有采光,https://cd.ke.com/ershoufang/20010917710100205779.html,百花新居,https://cd.ke.com/xiaoqu/1611041484696/,98.0,单价11729.5元/平米,中楼层(共7层),2000年建,2室2厅,83.55平米,南,15,2月前发布
1301,外双楠伊藤旁13年新小区精装修,https://cd.ke.com/ershoufang/20010917710100204840.html,华府双楠,https://cd.ke.com/xiaoqu/1611046533179/,98.0,单价22695.7元/平米,高楼层(共16层),2013年建,1室0厅,43.18平米,东南,0,2月前发布
1302,13年新小区二环伊藤旁中庭不临街精装修双阳台有,https://cd.ke.com/ershoufang/20010917710100198744.html,华府双楠,https://cd.ke.com/xiaoqu/1611046533179/,160.0,单价19792.2元/平米,中楼层(共16层),2013年建,2室1厅,80.84平米,东北,2,2月前发布
1303,小区位于地铁口，电梯房，标准小套一,https://cd.ke.com/ershoufang/20010917710100180769.html,怡安花园,https://cd.ke.com/xiaoqu/1611044143991/,75.0,单价15809.4元/平米,低楼层(共9层),2003年建,1室1厅,47.44平米,东,0,2月前发布
1304,胜利新村多层房楼层适中，小区有环境,https://cd.ke.com/ershoufang/20010917710100178954.html,胜利新村,https://cd.ke.com/xiaoqu/3011052501364/,53.5,单价13788.7元/平米,低楼层(共6层),2000年建,1室1厅,38.8平米,东南,3,2月前发布
1305,武侯区桐梓林新加坡花园标准套二,https://cd.ke.com/ershoufang/20010917710100178261.html,新加坡花园,https://cd.ke.com/xiaoqu/1611041498682/,150.0,单价18987.3元/平米,高楼层(共11层),2002年建,2室1厅,79平米,北,7,2月前发布
1306,科华巷9号户型方正采光好,https://cd.ke.com/ershoufang/20010917710100175135.html,科华巷9号,https://cd.ke.com/xiaoqu/1611042513605/,106.0,单价11888.7元/平米,高楼层(共6层),2001年建,2室1厅,89.16平米,南,4,2月前发布
1307,华都星公馆一期5室2厅南,https://cd.ke.com/ershoufang/20010917710100172220.html,华都星公馆一期,https://cd.ke.com/xiaoqu/3011053721661/,212.0,单价11878.1元/平米,高楼层(共6层),2004年建,5室2厅,178.48平米,南,1,2月前发布
1308,保利花园，精装修，采光好，视野开阔,https://cd.ke.com/ershoufang/20010917710100170959.html,保利花园二期,https://cd.ke.com/xiaoqu/3011056073467/,380.0,单价28620.9元/平米,高楼层(共15层),2012年建,3室2厅,132.77平米,西南西,4,2月前发布
1309,海会花园2室1厅南,https://cd.ke.com/ershoufang/20010917710100165711.html,海会花园,https://cd.ke.com/xiaoqu/1611041489570/,125.0,单价14108.4元/平米,高楼层(共7层),2001年建,2室1厅,88.6平米,南,0,2月前发布
1310,龙井桂苑套三，顶跃带花园，户型方正,https://cd.ke.com/ershoufang/20010917710100164064.html,龙井桂苑,https://cd.ke.com/xiaoqu/3011052250439/,150.0,单价10948.9元/平米,高楼层(共6层)3室2厅,137平米,东东南,,,3,2月前发布
1311,高区中庭位置，小区景观尽收眼底，精装，有车位。,https://cd.ke.com/ershoufang/20010917710100161121.html,置信丽都花园C区,https://cd.ke.com/xiaoqu/1611043512197/,410.0,单价18141.6元/平米,中楼层(共14层),2002年建,4室2厅,226平米,东北,6,2月前发布
1312,玉林街标准套二安静不临街,https://cd.ke.com/ershoufang/20010917710100159328.html,玉林街6号,https://cd.ke.com/xiaoqu/1611043037223/,77.0,单价14038.3元/平米,高楼层(共6层)2室1厅,54.85平米,南,,,6,2月前发布
1313,华西旁精装大套一人车分流,https://cd.ke.com/ershoufang/20010917710100154818.html,城南世家,https://cd.ke.com/xiaoqu/1611041486564/,97.0,单价16507.8元/平米,中楼层(共16层),2003年建,1室1厅,58.76平米,西南,10,2月前发布
1314,鹭岛国际四期1室0厅南,https://cd.ke.com/ershoufang/20010917710100151169.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,85.0,单价16666.7元/平米,高楼层(共18层),2012年建,1室0厅,51平米,南,5,2月前发布
1315,红运花园佳苑龙爪堰地铁旁带大花园户型方正,https://cd.ke.com/ershoufang/20010917710100149659.html,红运花园佳苑,https://cd.ke.com/xiaoqu/1611058507205/,222.0,单价10048.4元/平米,高楼层(共7层),1999年建,5室3厅,220.93平米,南,1,2月前发布
1316,中华名园三期C区标准套二三个阳台安静位置,https://cd.ke.com/ershoufang/20010917710100148856.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,130.0,单价14674.3元/平米,中楼层(共16层),2010年建,2室1厅,88.59平米,西,14,2月前发布
1317,鹭岛套三出售含车位，居家舒适温馨,https://cd.ke.com/ershoufang/20010917710100141918.html,鹭岛国际三期,https://cd.ke.com/xiaoqu/1611043476911/,400.0,单价27210.9元/平米,高楼层(共17层),2010年建,3室1厅,147平米,东南,0,2月前发布
1318,华都星公馆大套三中间楼层有装修,https://cd.ke.com/ershoufang/20010917710100140646.html,华都星公馆二期,https://cd.ke.com/xiaoqu/3011053727078/,145.0,单价11809.7元/平米,中楼层(共6层),2004年建,3室2厅,122.78平米,南,6,2月前发布
1319,中华名园二期，优质地下车库，出售,https://cd.ke.com/ershoufang/20010917710100139435.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,13.0,单价3350.5元/平米,地下室(共层),2009年建,1室0厅,38.8平米,东南,0,2月前发布
1320,中央花园三期3室2厅东,https://cd.ke.com/ershoufang/20010917710100136911.html,中央花园三期,https://cd.ke.com/xiaoqu/3011053724839/,142.0,单价12157.5元/平米,高楼层(共6层),1998年建,3室2厅,116.8平米,东,1,2月前发布
1321,电梯大套二全明户型朝向东南视野巴适,https://cd.ke.com/ershoufang/20010917710100135966.html,南桥花苑,https://cd.ke.com/xiaoqu/1611041460242/,160.0,单价15609.8元/平米,中楼层(共15层),2000年建,2室1厅,102.5平米,西,1,2月前发布
1322,套三双卫，带车位，随时可以看房，对中庭,https://cd.ke.com/ershoufang/20010917710100134993.html,龙湖金楠天街,https://cd.ke.com/xiaoqu/1611059976050/,243.0,单价22024.8元/平米,中楼层(共24层),2015年建,3室1厅,110.33平米,东南,12,2月前发布
1323,一环边，体院旁，户型方正，采光好，标准套二。,https://cd.ke.com/ershoufang/20010917710100132881.html,香月楠岸,https://cd.ke.com/xiaoqu/1611041497223/,186.0,单价20664.4元/平米,高楼层(共21层),2009年建,2室2厅,90.01平米,东,6,2月前发布
1324,金地贝福里花园3室1厅南,https://cd.ke.com/ershoufang/20010917710100132589.html,金地贝福里花园,https://cd.ke.com/xiaoqu/1611041818635/,292.0,单价19944元/平米,高楼层(共12层),2003年建,3室1厅,146.41平米,南,7,2月前发布
1325,高升桥东路28号3室1厅东南,https://cd.ke.com/ershoufang/20010917710100129564.html,高升桥东路28号,https://cd.ke.com/xiaoqu/1611041486710/,170.0,单价11548.9元/平米,高楼层(共7层),2000年建,3室1厅,147.2平米,东南,1,2月前发布
1326,保利花园居家套三，房东诚心出售,https://cd.ke.com/ershoufang/20010917710100118587.html,保利花园四期,https://cd.ke.com/xiaoqu/3011052246928/,213.0,单价24204.5元/平米,低楼层(共16层),2014年建,3室2厅,88平米,东南,5,2月前发布
1327,武侯立交标准套一可改套二正读磨小,https://cd.ke.com/ershoufang/20010917710100117848.html,兴元丽园A区,https://cd.ke.com/xiaoqu/3011053820750/,66.0,单价12382.7元/平米,高楼层(共11层),2004年建,1室1厅,53.3平米,东南,4,2月前发布
1328,二环边，新小区精装套二全中庭,https://cd.ke.com/ershoufang/20010917710100113146.html,华府双楠,https://cd.ke.com/xiaoqu/1611046533179/,152.0,单价18976.3元/平米,高楼层(共16层),2013年建,2室1厅,80.1平米,东南,45,2月前发布
1329,中海锦城二期3室1厅西南西,https://cd.ke.com/ershoufang/20010917710100110252.html,中海锦城二期,https://cd.ke.com/xiaoqu/1611062166607/,200.0,单价20418.6元/平米,低楼层(共15层),2012年建,3室1厅,97.95平米,西南西,2,2月前发布
1330,此房是三居室户型方正采光好一梯两户户型通透,https://cd.ke.com/ershoufang/20010917710100105356.html,蜀馨苑A区,https://cd.ke.com/xiaoqu/1611041542156/,120.0,单价12269.9元/平米,低楼层(共7层),2000年建,3室2厅,97.8平米,南,13,2月前发布
1331,中粮香颂丽都，标准小套三出售，有装修,https://cd.ke.com/ershoufang/20010917710100104569.html,中粮香颂丽都,https://cd.ke.com/xiaoqu/1611060926316/,190.0,单价24691.4元/平米,中楼层(共19层),2015年建,3室1厅,76.95平米,东南,11,2月前发布
1332,保利花园标准套二，户型方正，视野很好。,https://cd.ke.com/ershoufang/20010917710100101818.html,保利花园二期,https://cd.ke.com/xiaoqu/3011056073467/,176.0,单价22857.1元/平米,中楼层(共15层),2012年建,2室1厅,77平米,东,14,2月前发布
1333,双楠LOFT住宅跃层套一精装修,https://cd.ke.com/ershoufang/20010817710100193468.html,锦宏宝润苑,https://cd.ke.com/xiaoqu/1611041512951/,75.0,单价16541.7元/平米,低楼层(共12层),2001年建,1室1厅,45.34平米,西北,14,2月前发布
1334,西南三环丶武侯新城丶12年13层电梯小高层,https://cd.ke.com/ershoufang/20010817710100192846.html,天际首府,https://cd.ke.com/xiaoqu/3011053798922/,215.0,单价14890.2元/平米,低楼层(共11层),2012年建,3室2厅,144.39平米,东南,4,2月前发布
1335,潮音小区，标准套二，中间楼层，户型方正，采光好,https://cd.ke.com/ershoufang/20010817710100190444.html,潮音小区,https://cd.ke.com/xiaoqu/1611062708730/,72.0,单价10140.8元/平米,中楼层(共6层),2001年建,2室1厅,71平米,东,20,2月前发布
1336,布鲁汀3室2厅西南,https://cd.ke.com/ershoufang/20010817710100189657.html,布鲁汀,https://cd.ke.com/xiaoqu/1611061598191/,175.0,单价14104.9元/平米,中楼层(共18层),2008年建,3室2厅,124.07平米,西南,13,2月前发布
1337,武侯区置信丽都花园城C区的一个车库,https://cd.ke.com/ershoufang/20010817710100185884.html,置信丽都花园城C区,https://cd.ke.com/xiaoqu/1611057999395/,15.5,单价6207.4元/平米,地下室(共1层)厅室未知,24.97平米,南,,,1,2月前发布
1338,中华名园二期标准套二户型采光好,https://cd.ke.com/ershoufang/20010817710100184190.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,145.0,单价16213.8元/平米,高楼层(共16层),2009年建,2室1厅,89.43平米,东南,9,2月前发布
1339,顶跃带花园套三当套四用居家装修直接入住,https://cd.ke.com/ershoufang/20010817710100175730.html,翠堤春晓,https://cd.ke.com/xiaoqu/1611041524496/,150.0,单价13953.5元/平米,高楼层(共7层),2002年建,3室1厅,107.5平米,南,17,2月前发布
1340,正对公园视野好全屋实木家具未入住可拎包入住,https://cd.ke.com/ershoufang/20010817710100174514.html,时代锦绣,https://cd.ke.com/xiaoqu/1611064009997/,230.0,单价25842.7元/平米,低楼层(共14层),2016年建,3室2厅,89平米,西南,28,2月前发布
1341,中铁骑士公馆负一楼标准车位出售,https://cd.ke.com/ershoufang/20010817710100164444.html,中铁骑士公馆,https://cd.ke.com/xiaoqu/3011056149451/,15.0,单价2851.2元/平米,地下室(共层)1室0厅,52.61平米,东,,,0,2月前发布
1342,户型方正带阳台电梯房低楼层,https://cd.ke.com/ershoufang/20010817710100159616.html,汇锦公寓,https://cd.ke.com/xiaoqu/1611043066067/,170.0,单价16831.7元/平米,低楼层(共11层),2003年建,3室2厅,101平米,西北,8,2月前发布
1343,中华名园三期D区标准套二户型方正,https://cd.ke.com/ershoufang/20010817710100159486.html,中华名园三期D区,https://cd.ke.com/xiaoqu/1611058392494/,148.0,单价16976.4元/平米,高楼层(共16层),2012年建,2室2厅,87.18平米,西北,3,2月前发布
1344,人车分流小区，户型方正标准套二装修保养好,https://cd.ke.com/ershoufang/20010817710100157169.html,泰庄花园,https://cd.ke.com/xiaoqu/1611041551476/,135.0,单价15168.5元/平米,中楼层(共7层),2002年建,2室2厅,89平米,东,11,2月前发布
1345,标准套三双卫低楼层有私家花园,https://cd.ke.com/ershoufang/20010817710100154739.html,绿城花园,https://cd.ke.com/xiaoqu/1611041432440/,196.8,单价15680元/平米,低楼层(共6层),2005年建,3室2厅,125.51平米,南,11,2月前发布
1346,负二楼标准车位，出行方便，产权清晰，无按揭抵押,https://cd.ke.com/ershoufang/20010817710100145925.html,保利中心,https://cd.ke.com/xiaoqu/1611057984138/,35.0,单价6706.3元/平米,地下室(共层)1室0厅,52.19平米,南,,,0,2月前发布
1347,莱茵河畔4室2厅东南,https://cd.ke.com/ershoufang/20010817710100148151.html,莱茵河畔,https://cd.ke.com/xiaoqu/1611041562378/,370.0,单价20335.3元/平米,低楼层(共32层),2004年建,4室2厅,181.95平米,东南,3,2月前发布
1348,精装修小面积电梯，总价低，近天街,https://cd.ke.com/ershoufang/20010817710100154851.html,金阳不夜都,https://cd.ke.com/xiaoqu/1611063488668/,33.0,单价12992.1元/平米,中楼层(共19层),2017年建,1室1厅,25.4平米,西南,2,2月前发布
1349,人民南路四段领事馆保利精装四居室,https://cd.ke.com/ershoufang/20010817710100152484.html,保利中心,https://cd.ke.com/xiaoqu/1611057984138/,470.0,单价36023.6元/平米,高楼层(共38层),2013年建,4室2厅,130.47平米,南北,17,2月前发布
1350,保利花园标准车位诚心出售变现随时看,https://cd.ke.com/ershoufang/20010817710100143117.html,保利花园一期,https://cd.ke.com/xiaoqu/3011056076924/,10.0,单价4424.8元/平米,地下室(共1层)1室0厅,22.6平米,东,,,0,2月前发布
1351,四季花城经典套二户型居家装修,https://cd.ke.com/ershoufang/20010817710100143469.html,四季花城,https://cd.ke.com/xiaoqu/1611041482135/,195.0,单价23128.9元/平米,高楼层(共21层),2003年建,2室1厅,84.31平米,东南,2,2月前发布
1352,二环内双楠置信谊苑中间楼层标间商品房户型方正,https://cd.ke.com/ershoufang/20010817710100143770.html,双楠谊苑一期,https://cd.ke.com/xiaoqu/1611043448749/,75.0,单价16136元/平米,中楼层(共7层),1998年建,1室0厅,46.48平米,南,3,2月前发布
1353,长益寓所标间出售，户型方正，采光好,https://cd.ke.com/ershoufang/20010817710100141368.html,长益商业寓所,https://cd.ke.com/xiaoqu/1611043065020/,32.0,单价7668.3元/平米,高楼层(共18层),2008年建,1室0厅,41.73平米,东南,2,2月前发布
1354,园中园南苑1室1厅南,https://cd.ke.com/ershoufang/20010817710100140674.html,园中园南苑,https://cd.ke.com/xiaoqu/3011053924473/,65.0,单价12312.9元/平米,高楼层(共7层),2000年建,1室1厅,52.79平米,南,2,2月前发布
1355,车库售卖，业主诚心出售。车库离电梯近，,https://cd.ke.com/ershoufang/20010817710100139259.html,中铁骑士公馆,https://cd.ke.com/xiaoqu/3011056149451/,10.0,单价4235.5元/平米,地下室(共层)1室0厅,23.61平米,东南,,,0,2月前发布
1356,二环内，屋顶花园，自住精装套三。,https://cd.ke.com/ershoufang/20010817710100134671.html,百草苑,https://cd.ke.com/xiaoqu/1611042004780/,260.0,单价18306元/平米,高楼层(共7层),2002年建,3室2厅,142.03平米,南,7,2月前发布
1357,一环边地铁口正东朝向精装套二,https://cd.ke.com/ershoufang/20010817710100133028.html,成都A区,https://cd.ke.com/xiaoqu/1611046551661/,169.0,单价21138.2元/平米,高楼层(共21层),2011年建,2室1厅,79.95平米,东,28,2月前发布
1358,武侯新城绿地圣路易名邸套一中间楼层,https://cd.ke.com/ershoufang/20010817710100132221.html,绿地圣路易名邸二期,https://cd.ke.com/xiaoqu/3011056099924/,110.0,单价19678元/平米,中楼层(共12层),2013年建,1室1厅,55.9平米,西,2,2月前发布
1359,外双楠临河小区泊景湾套三双卫对中庭不临街看河景,https://cd.ke.com/ershoufang/20010817710100131871.html,泊景湾,https://cd.ke.com/xiaoqu/1611041486084/,290.0,单价24989.2元/平米,中楼层(共18层),2008年建,3室2厅,116.05平米,西,4,2月前发布
1360,中海龙湾半岛1室1厅南北,https://cd.ke.com/ershoufang/20010817710100129238.html,中海龙湾半岛,https://cd.ke.com/xiaoqu/1611041535394/,146.0,单价24333.3元/平米,低楼层(共18层),2009年建,1室1厅,60平米,南北,0,2月前发布
1361,标准车位，负一楼位置，低于市场价格出售。,https://cd.ke.com/ershoufang/20010817710100127262.html,世豪嘉柏,https://cd.ke.com/xiaoqu/1611061265761/,7.2,单价2207.9元/平米,地下室(共层),2014年建,1室0厅,32.61平米,北,0,2月前发布
1362,蓝光金双楠一期，满两年，标准套三，诚心出售,https://cd.ke.com/ershoufang/20010817710100124634.html,蓝光金双楠一期,https://cd.ke.com/xiaoqu/1620031574802512/,127.0,单价17397.3元/平米,中楼层(共25层),2015年建,3室2厅,73平米,西南,14,2月前发布
1363,高新南区彩虹街1号标准套四低楼层精装修,https://cd.ke.com/ershoufang/20010817710100124457.html,彩虹街1号,https://cd.ke.com/xiaoqu/1611044420473/,173.0,单价16796.1元/平米,低楼层(共6层),1999年建,4室2厅,103平米,南北,7,2月前发布
1364,商品房，一梯两户，一楼带花园，户型方正有装修,https://cd.ke.com/ershoufang/20010817710100116984.html,百花新居,https://cd.ke.com/xiaoqu/1611041484696/,96.0,单价11428.6元/平米,低楼层(共7层),2000年建,2室2厅,84平米,南,48,2月前发布
1365,君悦领地大车位诚意出售位置方便,https://cd.ke.com/ershoufang/20010817710100114751.html,君悦领地,https://cd.ke.com/xiaoqu/1611041516495/,15.0,单价4309.1元/平米,地下室(共层)1室0厅,34.81平米,东,,,0,2月前发布
1366,首信首御套三双卫的港式横厅经典户型,https://cd.ke.com/ershoufang/20010817710100114244.html,首信首御,https://cd.ke.com/xiaoqu/3011056111813/,175.0,单价18712.6元/平米,高楼层(共17层),2013年建,3室2厅,93.52平米,南,10,2月前发布
1367,航空路曼哈顿自然派，户型方正采光好，直接拎包入住,https://cd.ke.com/ershoufang/20010817710100113348.html,曼哈顿自然派,https://cd.ke.com/xiaoqu/1611043070754/,75.0,单价15696.9元/平米,高楼层(共20层),2005年建,1室0厅,47.78平米,南,1,2月前发布
